Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Victor Caratini","MIN",97,400,356,90,65,14,0,10,40,44,31,0,70,9,4,0,,1,0,0.25258,0.0763598,0.173729,0.439533,0.324198,0.380602,0.310945,0.7048,0.128023,2.46086,0.28445,-0.640855,-0.518398,46.6011,-0.685577,97.9843,-1.15925,0.0541972,-2.110009551048279,0.25419722124934196,1.2193,687.1699829101562,,,,,,,404.5,4.170103092,404.5,4.170103092,,,,,,,,,,,,,,,,,,,"Victor Caratini","14968",605170
"Luis Torrens","NYM",55,218,199,49,33,10,1,5,21,24,14,0,49,2,2,1,,1,1,0.244062,0.0650652,0.222968,0.291814,0.298224,0.381978,0.29716,0.680203,0.137917,3.13244,0.293773,-0.0550993,-0.352192,22.903,-2.80813,92.4506,-0.407292,1.95647,-2.3542904257774353,6.206468939781189,1.21395,999,,,,,,,204.2,3.712727272,204.2,3.712727272,,,,,,,,,,,,,,,,,,,"Luis Torrens","15905",620443
"Cam Smith","HOU",117,504,451,109,74,21,3,12,58,55,43,0,130,7,3,1,,8,2,0.242875,0.0846301,0.258427,0.327481,0.315719,0.383301,0.307472,0.69902,0.140426,5.05148,0.312571,0.211208,0.0626469,57.2668,-2.28472,96.9249,0.273855,0.719433,-1.5528331995010376,-4.080566227436066,1.19843,387.04998779296875,,,,,,,509.8,4.357264957,509.8,4.357264957,,,,,,,,,,,,,,,,,,,"Cam Smith","35108",701358
"Kyle Higashioka","TEX",70,276,254,58,35,12,1,10,28,34,17,0,68,1,3,1,,2,0,0.226684,0.0604591,0.246018,0.245751,0.275264,0.397759,0.290598,0.673022,0.171075,3.77732,0.266088,-0.520008,-0.0506397,27.5593,-5.0286,86.1315,-0.570648,-0.461396,-5.078773379325867,4.613603740930557,1.18247,999,,,,,,,263.1,3.758571428,263.1,3.758571428,,,,,,,,,,,,,,,,,,,"Kyle Higashioka","5517",543309
"Josh Bell","MIN",133,574,504,127,83,23,1,20,65,68,61,1,107,5,4,1,,1,2,0.251713,0.106767,0.185672,0.575031,0.336312,0.419974,0.330474,0.756286,0.168261,2.16174,0.280777,-0.972665,-1.3741,75.9402,8.11769,111.437,-2.34677,-2.44316,5.390573501586914,-13.693155765533447,1.17184,655.3499755859375,,,,,,,661.9,4.976691729,661.9,4.976691729,,,,,,,,,,,,,,,,,,,"Josh Bell","13145",605137
"Willi Castro","COL",125,539,479,123,81,23,5,13,67,54,43,1,121,13,3,1,,14,5,0.256524,0.0791191,0.224429,0.352535,0.332325,0.40774,0.324177,0.740065,0.151216,6.06423,0.315536,0.318372,-0.123277,68.5541,4.8671,94.0039,0.195095,-4.67176,-3.635403126478195,-2.8467596769332886,1.17153,259.1099853515625,,,,,,,607.8,4.8624,607.8,4.8624,,,,,,,,,,,,,,,,,,,"Willi Castro","17338",650489
"Jake Mangum","PIT",86,371,347,98,73,20,2,3,37,36,18,0,62,3,2,1,,14,4,0.281779,0.0475333,0.166488,0.285507,0.320874,0.378565,0.306319,0.699439,0.0967858,5.41859,0.332745,0.0674605,0.466913,41.8076,-2.02895,93.5402,0.534373,4.04556,-2.306093692779541,1.2705588340759277,1.15692,655.0900268554688,,,,,,,377.8,4.393023255,377.8,4.393023255,,,,,,,,,,,,,,,,,,,"Jake Mangum","26202",663968
"Gabriel Arias","CLE",107,462,424,97,62,20,2,13,47,50,28,1,142,5,3,1,,8,4,0.229363,0.0609793,0.308124,0.197905,0.283969,0.378133,0.287877,0.662102,0.14877,4.62174,0.310144,0.26121,-0.452359,45.1446,-9.44425,84.0361,-0.19115,-0.111987,-8.883800372481346,4.238012477755547,1.15158,746.8699951171875,,,,,,,413.8,3.867289719,413.8,3.867289719,,,,,,,,,,,,,,,,,,,"Gabriel Arias","22563",672356
"Zach McKinstry","DET",94,406,362,86,57,16,5,8,47,39,35,1,88,4,3,1,,13,3,0.238603,0.0870873,0.215926,0.403319,0.311854,0.382037,0.304002,0.693891,0.143433,6.83093,0.289836,0.417848,0.669704,44.9879,-2.98412,93.7088,1.08755,-0.25198,-1.9229049682617188,-0.9519794285297394,1.13556,487.4200134277344,,,,,,,403,4.287234042,403,4.287234042,,,,,,,,,,,,,,,,,,,"Zach McKinstry","19392",656716
"Tyler Stephenson","CIN",112,450,398,93,58,19,1,14,50,53,44,1,126,5,3,0,,1,1,0.233882,0.0978339,0.279426,0.350125,0.315585,0.395119,0.311136,0.710703,0.161237,2.36488,0.301745,-0.201385,-0.86278,52.4699,-0.701027,93.8435,-1.06417,-1.96874,-4.3477171659469604,2.456260919570923,1.11993,281.1600036621094,,,,,,,461.3,4.11875,461.3,4.11875,,,,,,,,,,,,,,,,,,,"Tyler Stephenson","17988",663886
"Jake Rogers","DET",49,192,172,37,22,8,1,6,22,23,16,0,56,2,1,1,,1,0,0.213457,0.0823208,0.291706,0.282204,0.283308,0.376654,0.288449,0.659962,0.163197,3.61778,0.273823,-0.0327258,-0.205938,18.8506,-3.83569,82.995,-0.238664,2.1256,-4.08680884540081,5.8755974769592285,1.11741,999,,,,,,,176.4,3.6,176.4,3.6,,,,,,,,,,,,,,,,,,,"Jake Rogers","19452",668670
"Nick Fortes","TBR",79,314,285,65,46,11,0,8,33,32,19,0,55,6,2,2,,2,1,0.228334,0.0599123,0.174145,0.344036,0.287415,0.352785,0.282314,0.6402,0.124451,3.36493,0.254636,0.0829699,-0.345816,29.2272,-7.82707,78.1372,-0.262846,-0.147701,-8.343653738498688,5.977299258112907,1.1037,999,,,,,,,262.1,3.317721518,262.1,3.317721518,,,,,,,,,,,,,,,,,,,"Nick Fortes","21538",663743
"Ramón Urías","STL",75,322,292,72,49,14,1,9,34,35,24,0,74,4,3,1,,2,0,0.247754,0.0729903,0.228528,0.319394,0.308726,0.392987,0.306587,0.701713,0.145233,3.31426,0.298395,-0.182205,-0.241087,36.3558,-1.69098,97.7551,-0.423293,0.161969,-1.280038058757782,1.3119687587022781,1.09934,999,,,,,,,329.9,4.398666666,329.9,4.398666666,,,,,,,,,,,,,,,,,,,"Ramon Urias","18795",602104
"Mark Vientos","NYM",102,441,401,100,61,18,1,20,52,63,32,0,115,5,3,0,,1,0,0.250214,0.0723544,0.260114,0.278165,0.310696,0.449978,0.327693,0.760674,0.199765,2.83685,0.299163,-0.433112,-0.525919,57.3487,5.24117,113.367,-0.959031,-0.295397,6.027355790138245,-9.970397502183914,1.09772,565.8099975585938,,,,,,,517.8,5.076470588,517.8,5.076470588,,,,,,,,,,,,,,,,,,,"Mark Vientos","22184",668901
"Brooks Baldwin","CHW",83,357,326,82,54,14,1,12,40,44,24,0,81,2,2,3,,7,2,0.251309,0.0675274,0.225934,0.298881,0.304999,0.412247,0.311361,0.717245,0.160938,4.47974,0.297511,0.138888,-0.0732455,41.6912,-0.491151,98.7713,0.0656428,-0.952356,-0.45136698335409164,-1.5773564577102661,1.04959,746.6400146484375,,,,,,,378,4.554216867,378,4.554216867,,,,,,,,,,,,,,,,,,,"Brooks Baldwin","31394",681460
"Marcelo Mayer","BOS",99,427,389,95,60,22,2,12,52,50,31,1,99,3,3,1,,4,2,0.244845,0.0719107,0.231096,0.311173,0.302063,0.400928,0.304584,0.70299,0.156083,4.35646,0.296468,0.131134,-0.590176,47.5165,-2.9368,90.1642,-0.459042,-0.353774,-5.40909007191658,0.8212264478206635,1.03425,621.1799926757812,,,,,,,435,4.393939393,435,4.393939393,,,,,,,,,,,,,,,,,,,"Marcelo Mayer","29668",691785
"Lourdes Gurriel Jr.","ARI",110,476,439,117,77,23,2,15,53,62,28,1,76,5,4,0,,7,2,0.265961,0.0578018,0.158981,0.363576,0.31409,0.428507,0.320596,0.742597,0.162546,4.15162,0.288738,-0.103469,-0.266726,59.1574,2.91438,104.22,-0.370195,-0.032212,2.0103292763233185,-7.832212198525667,1.02463,703.4600219726562,,,,,,,542,4.927272727,542,4.927272727,,,,,,,,,,,,,,,,,,,"Lourdes Gurriel Jr.","19238",666971
"Edouard Julien","COL",92,399,339,85,57,16,2,10,46,40,52,1,113,4,2,1,,5,2,0.249309,0.131346,0.282955,0.464194,0.353838,0.394935,0.331611,0.748773,0.145626,4.2072,0.341149,-0.24606,-0.579301,53.1562,6.01129,99.0966,-0.825361,-2.38723,-1.2525584995746613,-2.1122325360774994,1.01392,747.1599731445312,,,,,,,460.7,5.007608695,460.7,5.007608695,,,,,,,,,,,,,,,,,,,"Edouard Julien","27534",666397
"Owen Caissie","MIA",97,420,372,89,55,20,2,13,49,49,41,1,130,3,3,1,,4,2,0.240519,0.098704,0.309374,0.319044,0.320024,0.406618,0.317233,0.726643,0.166099,4.07146,0.329992,0.0415351,-0.584895,51.051,1.42478,101.559,-0.54336,0.657295,0.23276913166046143,-4.342704951763153,1.00917,610.97998046875,,,,,,,452,4.659793814,452,4.659793814,,,,,,,,,,,,,,,,,,,"Owen Caissie","27496",683357
"Jacob Young","WSN",73,315,283,71,55,12,2,3,36,27,22,0,57,5,2,4,,16,5,0.251009,0.0689505,0.181157,0.380612,0.312944,0.33191,0.287845,0.644854,0.0809017,6.11982,0.303762,0.384283,0.636869,30.7722,-6.4475,82.7883,1.02115,3.65395,-5.404682874679565,4.7789528369903564,1.00823,999,,,,,,,286.4,3.923287671,286.4,3.923287671,,,,,,,,,,,,,,,,,,,"Jacob Young","29931",696285
"Miguel Amaya","CHC",75,298,267,64,42,13,1,8,32,36,21,0,63,6,2,2,,1,0,0.239982,0.0715806,0.210379,0.340245,0.307602,0.388896,0.305145,0.696498,0.148914,3.10685,0.28159,-0.251888,-0.370861,33.2972,-1.91383,96.4115,-0.622749,-1.47828,-1.8901643753051758,2.571721076965332,0.989735,731.4299926757812,,,,,,,292.9,3.905333333,292.9,3.905333333,,,,,,,,,,,,,,,,,,,"Miguel Amaya","21693",665804
"Colt Emerson","SEA",76,329,291,67,46,14,2,6,35,33,29,1,72,6,3,1,,5,2,0.22849,0.0871294,0.21986,0.396294,0.307419,0.344391,0.288931,0.651809,0.1159,4.59698,0.282246,-0.050912,-0.292349,32.43,-6.44386,90.1092,-0.343261,1.16908,-4.178549826145172,2.494078755378723,0.986208,999,,,,,,,301.5,3.967105263,301.5,3.967105263,,,,,,,,,,,,,,,,,,,"Colt Emerson","sa3022923",806068
"Joey Bart","PIT",71,282,246,59,41,10,0,7,30,29,28,0,78,5,1,1,,1,1,0.238367,0.0989549,0.278698,0.355061,0.327164,0.367917,0.309777,0.695082,0.12955,2.61635,0.318719,-0.288431,-0.500923,32.5237,-0.74948,95.9088,-0.789354,-2.41129,-2.1547977924346924,3.088714361190796,0.965429,999,,,,,,,277.3,3.905633802,277.3,3.905633802,,,,,,,,,,,,,,,,,,,"Joey Bart","21524",663698
"Brady House","WSN",126,546,512,125,86,23,1,15,57,63,25,1,148,4,4,1,,6,3,0.24476,0.0460019,0.270813,0.169866,0.2832,0.381597,0.288092,0.664797,0.136837,3.67388,0.312379,0.050724,-0.676439,53.4481,-11.066,82.9577,-0.625715,0.970632,-11.654146671295166,2.92063170671463,0.965016,727.1199951171875,,,,,,,491.4,3.9,491.4,3.9,,,,,,,,,,,,,,,,,,,"Brady House","29993",691781
"Logan O'Hoppe","LAA",113,452,412,96,62,13,1,19,48,55,31,0,126,5,2,1,,2,2,0.232093,0.0693388,0.279846,0.247774,0.292539,0.409346,0.304966,0.701885,0.177253,3.05564,0.284344,-0.775144,-0.791884,50.394,-2.96601,93.4451,-1.56703,-3.80364,-5.055940866470337,3.1463592052459717,0.947501,245.1300048828125,,,,,,,453.8,4.015929203,453.8,4.015929203,,,,,,,,,,,,,,,,,,,"Logan O'Hoppe","24729",681351
"José Caballero","NYY",71,308,267,59,40,12,1,6,37,29,31,0,78,6,2,2,,31,8,0.220118,0.101714,0.253163,0.401771,0.313402,0.334195,0.291131,0.647597,0.114077,6.7507,0.286722,-0.00758246,2.26328,30.9101,-5.48243,86.2214,2.2557,-0.886132,-2.7461137771606445,1.1638686060905457,0.922717,205.4199981689453,,,,,,,307.8,4.335211267,307.8,4.335211267,,,,,,,,,,,,,,,,,,,"Jose Caballero","23401",676609
"Luis Rengifo","MIL",100,434,399,100,72,16,3,9,45,45,28,0,79,4,2,1,,10,4,0.251136,0.063885,0.181326,0.352321,0.304561,0.375505,0.298169,0.680066,0.124369,5.04654,0.289668,0.380063,-0.380768,46.0352,-5.24525,90.5953,-0.000704762,-2.27622,-4.838274952257052,-0.7262153625488281,0.908003,614.8599853515625,,,,,,,412.9,4.129,412.9,4.129,,,,,,,,,,,,,,,,,,,"Luis Rengifo","19858",650859
"Jake McCarthy","COL",81,350,316,87,62,14,4,6,45,34,24,0,58,6,2,2,,14,3,0.275019,0.0685767,0.165804,0.4136,0.336363,0.405804,0.324847,0.742166,0.130784,7.02175,0.318642,0.378689,0.937947,44.7061,3.35094,94.463,1.31664,0.937121,-0.9802173376083374,-1.8128791451454163,0.905618,614.5900268554688,,,,,,,399.2,4.928395061,399.2,4.928395061,,,,,,,,,,,,,,,,,,,"Jake McCarthy","21622",664983
"Mickey Moniak","COL",112,483,451,120,71,22,6,21,62,69,24,1,119,4,3,0,,9,4,0.266336,0.0496307,0.245898,0.201834,0.307899,0.481299,0.336087,0.789198,0.214964,5.84081,0.315402,-0.155237,-0.444448,66.102,9.03185,102.162,-0.599685,0.271494,0.6382136344909668,-7.90350666642189,0.900783,246.42999267578125,,,,,,,606.3,5.413392857,606.3,5.413392857,,,,,,,,,,,,,,,,,,,"Mickey Moniak","19956",666160
"Austin Hays","CHW",112,483,441,108,67,23,3,16,59,57,33,1,121,5,5,0,,6,1,0.246001,0.0674867,0.249701,0.27027,0.301794,0.418082,0.310223,0.719876,0.172081,4.9219,0.300268,-0.020023,-0.117564,55.9595,-1.11064,97.9876,-0.137587,-0.698892,-1.2832099348306656,-6.573891639709473,0.896971,637.8300170898438,,,,,,,520.6,4.648214285,520.6,4.648214285,,,,,,,,,,,,,,,,,,,"Austin Hays","19363",669720
"Blaze Alexander","BAL",58,252,222,51,34,10,1,6,27,27,22,0,75,6,2,1,,5,2,0.231999,0.085873,0.299502,0.28672,0.314101,0.365486,0.301579,0.679587,0.133488,4.6721,0.320973,0.0537229,-0.341109,27.4277,-2.34808,93.7345,-0.287386,1.37384,-2.1483265161514282,2.2238434553146362,0.895127,747.1199951171875,,,,,,,242.6,4.18275862,242.6,4.18275862,,,,,,,,,,,,,,,,,,,"Blaze Alexander","23789",677942
"Victor Robles","SEA",68,294,262,64,44,13,1,5,34,28,19,0,64,8,2,3,,16,4,0.245598,0.0654285,0.217219,0.301209,0.313861,0.365628,0.300624,0.679489,0.120029,6.35166,0.303058,0.0207113,0.870314,31.771,-2.96733,98.1638,0.891025,1.16174,0.2547568678855896,-1.7882577180862427,0.878404,697.9199829101562,,,,,,,287,4.220588235,287,4.220588235,,,,,,,,,,,,,,,,,,,"Victor Robles","18363",645302
"Austin Martin","MIN",75,322,278,71,52,14,1,3,37,27,35,0,54,5,2,2,,11,4,0.25387,0.110117,0.167035,0.659243,0.346565,0.345318,0.311607,0.691883,0.0914478,5.09127,0.302569,0.114013,0.0819668,37.6682,-0.378612,98.4402,0.19598,-0.405612,-0.39599452912807465,-2.1556122601032257,0.872839,747.1699829101562,,,,,,,323.8,4.317333333,323.8,4.317333333,,,,,,,,,,,,,,,,,,,"Austin Martin","27462",668885
"Trevor Larnach","MIN",92,399,352,87,57,17,1,13,47,46,40,1,94,3,4,0,,3,1,0.248651,0.100603,0.234438,0.429125,0.32726,0.41002,0.321176,0.737279,0.161369,3.28408,0.300213,-0.195556,-0.619272,49.7757,2.63075,105.032,-0.814827,-0.296862,1.5515412092208862,-6.771862059831619,0.870947,747.0999755859375,,,,,,,444.3,4.829347826,444.3,4.829347826,,,,,,,,,,,,,,,,,,,"Trevor Larnach","21501",663616
"Luisangel Acuña","CHW",94,406,374,94,72,16,2,5,48,35,25,0,75,2,3,2,,21,6,0.250987,0.0609143,0.184057,0.330954,0.299301,0.340029,0.282419,0.63933,0.0890422,6.07051,0.299689,0.256379,1.26479,37.8733,-10.0988,78.8343,1.52117,1.44508,-8.606994986534119,3.095076084136963,0.865762,433.19000244140625,,,,,,,361.3,3.843617021,361.3,3.843617021,,,,,,,,,,,,,,,,,,,"Luisangel Acuna","26548",682668
"Joe Mack","MIA",65,257,233,51,33,10,1,8,28,29,19,0,72,3,2,0,,2,1,0.219269,0.0743985,0.27876,0.266891,0.28462,0.367556,0.285596,0.652177,0.148288,4.00733,0.279122,0,-0.160113,24.5986,-5.72069,79.8865,-0.160113,1.4742,-6.2771036475896835,6.174199819564819,0.862928,999,,,,,,,229.5,3.53076923,229.5,3.53076923,,,,,,,,,,,,,,,,,,,"Joe Mack","sa3017374",691788
"Dalton Rushing","LAD",42,168,146,33,20,7,0,6,21,22,18,0,47,3,1,0,,1,0,0.228542,0.104896,0.276954,0.378749,0.322601,0.410838,0.320869,0.733439,0.182296,3.25522,0.286153,-0.0315761,-0.274597,20.9412,1.06712,105.9,-0.306173,-0.206678,0.8700149357318878,2.2933223992586136,0.83298,742.8599853515625,,,,,,,180.4,4.295238095,180.4,4.295238095,,,,,,,,,,,,,,,,,,,"Dalton Rushing","31382",687221
"Henry Davis","PIT",65,256,227,51,32,11,1,7,28,27,21,1,66,5,2,1,,3,1,0.22346,0.0807116,0.258373,0.312384,0.301579,0.372899,0.296769,0.674478,0.149439,4.01282,0.279282,-0.121673,-0.205618,26.8633,-3.38504,86.9979,-0.327292,-0.964447,-4.272296279668808,4.035552740097046,0.823809,746.8599853515625,,,,,,,242.9,3.736923076,242.9,3.736923076,,,,,,,,,,,,,,,,,,,"Henry Davis","29617",680779
"Edmundo Sosa","PHI",55,238,221,56,36,11,1,7,27,29,9,0,54,5,2,1,,3,1,0.252719,0.0386556,0.227952,0.169578,0.296535,0.414742,0.30765,0.711276,0.162023,4.82514,0.302019,0.215334,-0.167674,27.0771,-1.04442,94.7249,0.0476593,1.45431,-1.440340545028448,1.5543101727962494,0.821804,999,,,,,,,240.9,4.38,240.9,4.38,,,,,,,,,,,,,,,,,,,"Edmundo Sosa","17022",624641
"Dominic Canzone","SEA",97,420,383,94,59,18,1,16,49,53,31,2,96,3,3,1,,4,2,0.245239,0.0729757,0.228953,0.318737,0.303884,0.422975,0.313196,0.726859,0.177737,3.55291,0.283972,-0.2934,-0.469247,49.6743,0.0480476,106.824,-0.762647,-0.264541,2.6154913902282715,-9.064540833234787,0.819182,475.92999267578125,,,,,,,455.7,4.697938144,455.7,4.697938144,,,,,,,,,,,,,,,,,,,"Dominic Canzone","26438",686527
"Hunter Feduccia","TBR",66,262,229,51,34,10,1,5,28,24,30,0,69,1,2,0,,1,0,0.222338,0.11363,0.261421,0.434662,0.312527,0.348215,0.294586,0.660742,0.125877,3.74882,0.290458,-0.119632,-0.303226,27.0699,-3.93464,86.5911,-0.422858,-2.28345,-4.569803774356842,2.841546058654785,0.810991,999,,,,,,,233.2,3.533333333,233.2,3.533333333,,,,,,,,,,,,,,,,,,,"Hunter Feduccia","23372",676439
"Christian Moore","LAA",78,336,300,69,46,11,3,9,37,36,30,1,103,2,2,1,,6,2,0.228732,0.0899681,0.307087,0.292973,0.302275,0.370522,0.295371,0.672798,0.141791,5.37041,0.314802,-0.0165834,-0.172142,34.8766,-4.82434,86.8354,-0.188725,0.488855,-5.402116417884827,1.6888553500175476,0.803288,746.8300170898438,,,,,,,321.8,4.125641025,321.8,4.125641025,,,,,,,,,,,,,,,,,,,"Christian Moore","34979",695681
"CJ Kayfus","CLE",68,294,260,63,39,13,3,8,34,35,27,0,81,4,2,1,,3,1,0.243496,0.0909348,0.274856,0.330846,0.321184,0.411054,0.319665,0.732238,0.167558,5.0876,0.317912,0.0752328,-0.233589,36.3162,1.57782,105.934,-0.158356,0.215363,1.8977571576833725,-4.234637022018433,0.796209,999,,,,,,,318.7,4.686764705,318.7,4.686764705,,,,,,,,,,,,,,,,,,,"CJ Kayfus","33704",692216
"Coby Mayo","BAL",44,189,168,39,22,9,1,8,22,24,17,0,53,2,1,0,,2,1,0.233137,0.0890192,0.277863,0.32037,0.309398,0.43112,0.32049,0.740517,0.197982,3.96284,0.289096,0.0325683,-0.216304,23.4726,1.14082,106.761,-0.183736,-0.483496,1.322432056069374,-0.10849595069885254,0.789751,534.5499877929688,,,,,,,215.4,4.895454545,215.4,4.895454545,,,,,,,,,,,,,,,,,,,"Coby Mayo","28312",691723
"Nasim Nuñez","WSN",89,385,339,77,61,11,1,4,44,32,38,0,90,2,3,3,,29,7,0.227377,0.0985259,0.234647,0.41989,0.306955,0.303017,0.2762,0.609972,0.07564,6.09618,0.294642,-0.0769206,2.2917,33.9705,-11.5203,74.8112,2.21478,2.0491,-9.278993606567383,4.174098253250122,0.788231,618.4199829101562,,,,,,,322.9,3.628089887,322.9,3.628089887,,,,,,,,,,,,,,,,,,,"Nasim Nunez","25979",683083
"Sung-Mun Song","SDP",66,287,260,63,45,11,1,6,31,29,23,2,49,1,2,1,,6,1,0.242918,0.0794529,0.170317,0.466499,0.304057,0.36342,0.291704,0.667477,0.120501,5.06931,0.275536,-0.106035,0.342074,28.936,-4.97524,89.1502,0.23604,0.923887,-3.4545711278915405,1.5988872051239014,0.787077,999,,,,,,,267.4,4.051515151,267.4,4.051515151,,,,,,,,,,,,,,,,,,,"Sung-Mun Song","sa3012529",823550
"Matt Shaw","CHC",58,252,223,55,35,10,2,8,32,30,23,0,49,3,2,1,,9,3,0.244258,0.0932265,0.195865,0.475974,0.321161,0.408023,0.318769,0.729184,0.163764,5.88888,0.278486,0.0652686,0.31733,30.9448,1.16903,105.744,0.382599,0.117041,2.09826323390007,-2.932958699762821,0.772399,335.8900146484375,,,,,,,287.3,4.953448275,287.3,4.953448275,,,,,,,,,,,,,,,,,,,"Matt Shaw","33322",807713
"Tyler Heineman","TOR",39,154,133,30,22,5,1,3,16,14,13,0,31,3,1,2,,2,1,0.224216,0.0868281,0.202534,0.428709,0.308956,0.327901,0.286509,0.636857,0.103685,4.69679,0.271924,-0.135492,-0.104979,14.8385,-3.31052,82.5129,-0.240471,1.41233,-3.4062658548355103,4.412325501441956,0.771052,999,,,,,,,132.4,3.394871794,132.4,3.394871794,,,,,,,,,,,,,,,,,,,"Tyler Heineman","13897",623168
"Giancarlo Stanton","NYY",96,413,367,83,45,13,0,24,48,65,40,2,127,2,3,0,,0,0,0.224773,0.0971975,0.308481,0.315084,0.303204,0.458621,0.32554,0.761825,0.233849,1.45636,0.267219,-0.745758,-0.538569,52.9854,4.1863,109.924,-1.28433,-0.000275109,3.5464389324188232,-10.225274536962388,0.771022,256.1199951171875,,,,,,,487.1,5.073958333,487.1,5.073958333,,,,,,,,,,,,,,,,,,,"Giancarlo Stanton","4949",519317
"George Valera","CLE",92,399,353,82,52,15,1,14,48,45,40,0,113,3,3,1,,2,1,0.231508,0.0995956,0.283214,0.351661,0.311653,0.398965,0.311167,0.710618,0.167457,3.31077,0.296326,-0.0521232,-0.663402,46.5334,-0.61155,100.08,-0.715526,0.122929,-0.6779653839766979,-5.552070766687393,0.76764,746.780029296875,,,,,,,417,4.532608695,417,4.532608695,,,,,,,,,,,,,,,,,,,"George Valera","22541",671655
"Wenceel Pérez","DET",86,371,335,80,51,16,4,10,44,43,30,0,80,3,3,1,,8,3,0.240149,0.0803237,0.21584,0.372145,0.304967,0.395816,0.305435,0.700783,0.155667,5.84013,0.28509,0.387699,-0.133937,41.5413,-2.29518,94.6961,0.253762,0.471141,-2.0654794573783875,-3.2038594186306,0.767331,999,,,,,,,382,4.441860465,382,4.441860465,,,,,,,,,,,,,,,,,,,"Wenceel Perez","22857",672761
"Harry Ford","WSN",60,245,211,49,34,9,0,5,28,25,28,0,55,4,1,0,,4,2,0.231637,0.112891,0.224612,0.502604,0.330619,0.354561,0.307513,0.68518,0.122923,4.11142,0.287104,0,-0.3351,27.8007,-1.10065,96.2614,-0.3351,0.0090687,-1.4189276993274689,0.734068606980145,0.756942,692.0599975585938,,,,,,,234.5,3.908333333,234.5,3.908333333,,,,,,,,,,,,,,,,,,,"Harry Ford","29958",695670
"Travis Bazzana","CLE",55,238,206,45,29,9,1,5,30,24,27,0,69,3,1,1,,4,1,0.216745,0.112637,0.289646,0.388877,0.315108,0.347541,0.297122,0.66265,0.130796,5.51663,0.29755,0,-0.0850313,25.0427,-3.07888,90.4043,-0.0850313,1.06788,-2.7767238691449165,1.9178775548934937,0.75023,999,,,,,,,219.6,3.992727272,219.6,3.992727272,,,,,,,,,,,,,,,,,,,"Travis Bazzana","sa3025129",683953
"Jorge Soler","LAA",118,511,448,101,58,21,0,22,61,64,53,1,140,6,4,1,,1,0,0.226087,0.103433,0.274064,0.377404,0.313408,0.42309,0.320217,0.736499,0.197003,2.04458,0.273202,-0.84152,-0.731542,63.3498,2.97122,103.951,-1.57306,-1.87773,0.8064826726913452,-11.152733445167542,0.7409,674.9199829101562,,,,,,,564.2,4.781355932,564.2,4.781355932,,,,,,,,,,,,,,,,,,,"Jorge Soler","14221",624585
"Romy Gonzalez","BOS",47,203,188,50,33,10,2,6,25,26,11,1,50,2,2,0,,5,2,0.268399,0.0533359,0.246152,0.216679,0.311527,0.43254,0.319507,0.744067,0.164141,5.90832,0.334019,-0.110464,-0.136377,25.0494,1.0634,100.444,-0.246841,0.55152,-0.1405602991580963,0.3765196055173874,0.738992,999,,,,,,,231.7,4.929787234,231.7,4.929787234,,,,,,,,,,,,,,,,,,,"Romy Gonzalez","21562",663853
"Zach Cole","HOU",87,378,338,73,42,15,3,13,44,47,33,1,149,5,2,1,,10,3,0.216109,0.0867485,0.394142,0.220095,0.294067,0.395343,0.299796,0.689411,0.179234,6.36819,0.338196,-0.0361436,0.142185,40.5945,-4.06911,91.6376,0.106041,-0.159435,-3.619539499282837,-2.2094347774982452,0.734724,743.25,,,,,,,378.2,4.347126436,378.2,4.347126436,,,,,,,,,,,,,,,,,,,"Zach Cole","31583",805904
"Paul Goldschmidt","NYY",89,385,346,88,58,18,0,12,47,45,34,2,87,2,2,0,,4,1,0.255594,0.0884153,0.226248,0.39079,0.324879,0.411931,0.319729,0.73681,0.156337,3.56311,0.308005,-0.518957,-0.189264,47.5768,2.08609,105.921,-0.708221,-0.402565,1.9786469340324402,-8.127565205097198,0.726639,747.0800170898438,,,,,,,424.6,4.770786516,424.6,4.770786516,,,,,,,,,,,,,,,,,,,"Paul Goldschmidt","9218",502671
"Chandler Simpson","TBR",105,455,422,121,102,15,3,1,55,37,26,0,48,1,3,4,,41,10,0.287183,0.0567317,0.106402,0.533181,0.32781,0.344694,0.297762,0.672504,0.057511,6.78779,0.320205,0.456998,3.19498,48.1121,-5.64962,88.7785,3.65197,-2.04972,-2.365788459777832,-6.324721574783325,0.713103,184.69000244140625,,,,,,,456.5,4.347619047,456.5,4.347619047,,,,,,,,,,,,,,,,,,,"Chandler Simpson","31912",802415
